ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,y
TRAIN_216,1,0,1,0,5,3,4,2,3,0,2,1,7,6,1,7,6,2,0,1,1,6,1,2,1,2,1,0
TRAIN_217,27,0,0,0,12,8,4,0,3,1,2,1,5,6,1,3,6,1,0,1,0,23,1,2,2,2,2,0
TRAIN_218,18,0,0,0,9,9,4,1,3,0,4,0,5,9,2,7,2,1,0,3,0,55,3,0,1,1,2,1
TRAIN_219,1,0,0,0,12,4,4,1,3,1,2,1,7,6,1,7,6,2,1,1,0,7,1,0,3,2,3,0
TRAIN_220,24,3,0,0,10,8,4,1,3,1,2,1,7,9,2,6,6,1,0,1,0,14,4,1,1,3,3,1
TRAIN_221,11,3,0,0,9,8,1,0,3,1,3,1,5,6,1,7,6,2,0,2,0,49,3,1,3,2,5,0
TRAIN_222,24,0,0,0,10,8,11,0,3,1,2,1,5,6,1,7,6,1,1,1,0,24,1,0,1,2,1,0
TRAIN_223,24,0,0,0,9,9,11,0,0,1,4,0,7,25,2,7,6,1,0,1,0,13,4,0,3,2,2,0
TRAIN_224,42,0,0,0,10,4,4,0,3,1,2,1,5,9,1,7,6,1,1,1,0,43,4,0,2,1,1,0
TRAIN_225,79,0,0,0,10,4,1,0,3,1,2,1,5,9,1,7,6,1,0,1,0,39,1,2,4,3,5,1
TRAIN_226,33,0,0,0,9,9,4,0,3,1,2,1,7,25,1,7,6,1,0,1,0,16,3,0,3,2,1,0
TRAIN_227,10,0,0,0,9,4,4,1,0,0,2,1,5,6,2,7,6,1,1,2,0,27,2,1,1,1,1,0
TRAIN_228,22,0,0,0,10,9,4,0,3,1,1,1,0,25,1,3,6,1,1,1,0,49,2,0,1,2,3,0
TRAIN_229,15,0,0,0,9,9,4,1,0,1,3,1,7,25,1,7,6,2,1,1,0,35,2,0,4,1,4,1
TRAIN_230,81,0,0,0,12,9,4,2,3,0,1,1,7,21,1,3,6,1,0,1,0,19,1,0,1,2,1,0
TRAIN_231,83,0,0,0,9,9,4,1,0,1,2,1,5,6,1,6,6,1,0,1,0,35,1,2,2,2,1,0
TRAIN_232,64,3,0,0,8,0,4,2,3,0,1,1,7,21,1,3,4,1,0,1,0,46,3,0,1,3,1,1
TRAIN_233,3,0,1,0,5,3,4,0,3,1,2,1,7,6,1,7,6,2,1,1,1,4,1,1,4,1,1,1
TRAIN_234,35,0,1,0,5,3,4,2,3,1,2,1,7,6,1,7,6,2,1,1,2,17,1,0,1,2,2,0
TRAIN_235,28,0,0,0,10,0,4,1,3,0,2,1,5,25,1,7,6,1,1,1,0,10,2,0,6,5,6,0
TRAIN_236,44,0,0,0,9,9,4,0,3,0,3,1,7,9,2,7,6,2,1,1,0,31,4,2,2,2,2,0
TRAIN_237,20,0,0,0,9,4,4,0,3,1,1,0,5,6,0,7,6,1,1,1,0,32,2,2,1,1,3,1
TRAIN_238,30,0,1,0,5,3,4,0,3,1,2,0,5,9,1,3,6,2,0,1,1,20,2,1,1,2,1,0
TRAIN_239,11,0,0,0,9,8,4,1,3,1,2,0,5,6,1,3,6,2,1,1,0,23,1,0,2,1,1,0
TRAIN_240,8,0,0,0,9,4,4,1,3,1,2,1,7,25,1,7,6,1,0,1,0,39,1,0,2,1,3,1
TRAIN_241,29,0,0,0,9,2,4,1,0,0,1,1,5,16,2,7,6,1,0,1,0,25,4,0,2,1,1,0
TRAIN_242,61,1,0,0,10,4,11,1,3,0,2,1,7,25,1,7,6,2,1,1,0,66,3,0,2,3,5,0
TRAIN_243,18,0,1,0,5,3,4,1,3,0,1,1,5,9,1,6,6,1,1,1,1,16,2,0,3,1,2,0
TRAIN_244,56,0,0,0,9,4,4,2,3,1,2,1,7,6,1,7,6,2,0,1,0,52,0,0,1,2,2,0
TRAIN_245,1,0,1,0,5,3,4,2,3,1,2,1,7,21,1,7,6,2,0,2,2,32,1,2,2,1,3,1
TRAIN_246,16,0,1,0,5,3,4,0,3,1,3,1,5,9,0,7,6,2,1,1,1,19,2,1,1,3,4,0
TRAIN_247,48,0,1,0,5,3,4,0,3,0,4,1,5,25,0,3,6,2,1,1,1,8,1,0,2,1,6,1
TRAIN_248,38,0,0,0,9,2,4,2,3,0,1,1,5,6,1,7,6,1,1,2,0,6,1,0,4,1,1,0
TRAIN_249,75,0,0,0,9,9,4,1,3,1,2,1,7,6,1,6,6,2,0,1,0,6,1,0,2,3,1,0
TRAIN_250,47,0,0,0,9,9,11,2,3,1,1,1,7,9,1,7,6,1,0,1,0,43,4,0,2,2,1,0
TRAIN_251,83,0,0,0,10,0,11,1,3,1,4,1,7,9,0,7,6,1,0,1,0,22,2,0,2,2,3,0
TRAIN_252,3,0,0,0,9,0,11,0,0,1,6,1,7,6,1,6,6,2,0,1,0,33,4,2,2,2,3,0
TRAIN_253,48,1,0,0,10,4,11,0,3,1,4,1,7,9,0,3,6,1,0,1,0,23,4,1,3,2,6,1
TRAIN_254,56,0,0,0,9,9,4,1,3,1,2,1,5,6,2,7,6,2,0,2,0,13,3,0,4,1,3,0
TRAIN_255,75,0,0,0,10,4,11,1,3,1,2,0,5,25,1,3,6,2,1,1,0,18,2,0,4,3,3,0
TRAIN_256,11,0,0,0,9,4,4,0,3,0,1,1,7,9,0,3,6,2,1,2,0,44,3,0,3,2,2,1
TRAIN_257,15,0,0,0,9,0,11,0,3,1,2,1,5,6,1,6,6,1,0,2,0,6,2,0,2,1,1,0
TRAIN_258,4,0,0,0,8,9,11,1,3,1,3,1,7,9,1,6,6,1,0,1,0,25,1,0,2,1,2,0
TRAIN_259,3,0,1,0,5,3,4,1,0,0,3,1,7,21,1,3,6,2,1,1,1,18,4,1,3,1,5,0
TRAIN_260,2,0,1,0,5,3,9,1,0,1,2,0,7,9,0,3,6,1,1,1,1,10,1,0,4,1,1,1
TRAIN_261,11,0,0,0,9,0,4,0,0,1,1,1,0,9,1,7,6,2,1,1,0,6,1,0,3,1,3,0
TRAIN_262,30,0,0,0,8,9,4,1,3,0,2,1,0,9,2,3,6,2,1,2,0,28,2,0,3,1,1,1
TRAIN_263,24,0,0,0,8,8,4,1,3,0,2,1,5,9,1,3,6,2,1,2,0,24,2,0,2,3,3,1
TRAIN_264,0,0,0,0,9,6,4,1,0,1,2,0,7,9,2,3,6,0,0,2,0,20,1,0,2,1,4,1
TRAIN_265,17,0,0,0,9,4,4,0,3,1,2,1,7,25,2,7,6,2,0,2,0,29,1,1,3,3,2,1
TRAIN_266,16,0,0,0,9,9,4,1,3,1,5,1,7,9,1,7,6,1,1,1,0,18,3,2,4,3,4,0
TRAIN_267,16,0,1,0,5,3,4,0,3,0,6,1,5,25,1,7,6,2,1,1,1,32,3,1,3,3,2,1
TRAIN_268,13,0,0,0,9,4,9,0,3,1,2,1,7,6,1,7,6,2,1,1,0,29,3,0,3,2,3,1
TRAIN_269,86,0,0,0,10,6,4,1,3,1,2,1,7,21,1,7,6,1,0,1,0,33,1,0,3,1,1,0
TRAIN_270,22,0,1,0,5,3,4,2,0,0,2,1,7,9,1,7,6,1,0,1,1,38,1,2,2,1,5,1
TRAIN_271,2,2,0,0,9,0,4,1,1,0,3,0,7,6,1,7,6,2,0,1,0,40,1,1,5,3,3,1
TRAIN_272,24,0,1,0,5,3,4,0,3,1,1,1,7,9,0,7,6,2,1,1,2,72,1,0,2,2,4,1
TRAIN_273,52,0,0,0,8,4,4,0,3,1,2,1,5,9,0,7,6,1,1,1,0,27,1,1,1,2,2,1
TRAIN_274,56,0,0,0,9,2,4,1,0,1,2,0,5,9,1,6,6,1,0,1,0,17,2,0,2,4,3,0
TRAIN_275,16,0,1,0,5,3,1,0,3,1,24,0,5,6,1,7,6,2,0,1,1,9,2,3,3,2,2,1
TRAIN_276,56,0,0,0,9,9,4,1,3,1,1,1,7,9,2,7,6,1,1,1,0,21,1,0,3,1,1,0
TRAIN_277,15,0,0,0,9,9,4,0,3,1,2,0,0,9,2,3,6,1,1,1,0,10,1,0,1,2,2,0
TRAIN_278,32,0,0,0,9,8,4,0,3,1,3,1,5,9,1,3,6,2,0,1,0,10,1,1,2,1,4,0
TRAIN_279,39,0,0,0,12,9,4,1,3,0,1,0,7,25,1,7,6,2,1,1,0,35,3,0,2,2,2,0
TRAIN_280,0,0,0,0,9,9,4,1,3,1,1,0,7,9,1,3,6,0,0,1,0,17,6,1,5,4,6,1
TRAIN_281,3,0,0,0,9,9,4,0,3,1,2,0,7,21,1,7,6,2,0,1,0,165,1,0,3,2,2,1
TRAIN_282,3,0,0,0,9,8,4,1,3,0,2,0,7,6,2,7,6,1,1,1,0,38,2,0,1,1,2,1
TRAIN_283,30,0,0,0,9,9,4,2,3,0,1,1,7,6,1,3,6,1,1,1,0,24,1,0,2,1,1,0
TRAIN_284,27,0,0,0,8,4,4,0,3,1,2,1,7,6,1,7,6,2,0,1,0,17,1,0,2,1,1,1
TRAIN_285,24,0,0,0,9,9,4,1,0,1,2,1,5,25,1,7,6,1,0,1,0,25,2,0,2,1,3,0
TRAIN_286,82,0,0,0,8,4,4,1,3,1,2,0,7,9,1,7,6,1,1,2,0,17,4,0,4,1,3,0
TRAIN_287,20,0,0,0,9,9,1,0,3,1,1,1,5,9,1,7,6,2,0,1,0,21,1,1,2,1,2,0
TRAIN_288,18,0,0,0,9,0,1,0,3,1,2,0,5,6,1,6,6,2,1,1,0,26,1,3,1,3,1,1
TRAIN_289,31,0,0,0,8,4,11,1,0,1,2,1,5,9,1,7,6,1,0,1,0,21,1,2,2,2,5,1
TRAIN_290,3,3,1,0,5,3,1,1,3,1,1,0,5,6,2,7,6,1,1,1,1,10,1,1,1,1,1,0
TRAIN_291,32,0,0,0,9,9,4,0,3,1,3,1,7,25,2,7,6,2,1,2,0,40,1,0,3,3,3,1
TRAIN_292,0,0,0,0,9,9,9,0,3,1,1,1,0,25,2,3,6,0,0,1,0,62,2,0,3,3,1,0
TRAIN_293,6,2,0,0,12,8,11,0,3,0,2,0,5,9,1,7,6,1,0,3,0,19,4,1,2,1,4,0
TRAIN_294,33,0,0,0,9,0,4,1,0,0,3,1,7,6,2,6,6,1,0,1,0,23,3,0,1,1,2,0
TRAIN_295,16,0,0,0,10,9,11,0,3,1,2,0,7,9,0,7,6,1,0,2,0,6,1,0,5,1,1,0
TRAIN_296,17,0,0,0,9,4,4,1,3,0,2,1,7,6,2,6,6,1,1,1,0,20,3,0,2,1,3,0
TRAIN_297,30,0,0,0,9,4,11,0,3,1,2,1,0,25,0,3,6,1,1,1,0,26,1,0,1,1,1,0
TRAIN_298,38,0,1,0,5,3,4,0,0,0,2,1,7,9,0,7,6,1,1,1,1,31,1,0,2,2,5,0
TRAIN_299,36,0,0,0,10,0,1,1,0,1,2,1,5,9,2,6,6,2,1,1,0,46,2,0,5,2,3,0
TRAIN_300,20,0,0,0,9,9,4,0,3,1,1,0,5,12,1,6,6,1,1,1,0,17,2,0,3,1,2,0
TRAIN_301,38,2,0,0,12,9,4,1,1,1,2,1,0,6,1,3,6,1,1,2,0,17,1,1,1,1,3,1
TRAIN_302,27,0,1,0,5,3,11,0,3,1,3,1,7,23,0,6,6,2,0,1,1,16,1,0,3,1,3,1
TRAIN_303,3,0,0,0,9,4,1,0,3,1,2,0,5,9,0,7,6,1,1,1,0,54,1,0,2,1,2,0
TRAIN_304,15,0,0,0,12,9,4,2,0,0,0,0,7,9,1,6,6,1,0,1,0,29,1,0,1,3,5,1
TRAIN_305,27,0,1,0,5,3,4,1,3,1,1,0,7,6,1,3,6,1,0,1,2,27,3,2,3,3,1,0
TRAIN_306,24,3,0,0,9,9,11,1,3,1,1,1,7,6,1,6,6,2,0,2,0,6,2,2,2,3,5,0
TRAIN_307,13,0,0,0,8,8,11,0,0,1,1,0,0,25,1,3,6,2,0,1,0,34,1,0,1,2,3,0
TRAIN_308,62,0,0,0,10,9,4,1,3,1,2,1,5,9,1,7,6,2,1,2,0,20,2,1,2,1,4,0
TRAIN_309,52,0,0,0,9,4,9,0,3,1,4,0,0,6,1,3,6,1,1,1,0,39,2,2,2,3,4,0
TRAIN_310,17,2,0,0,9,9,4,0,3,1,4,0,7,9,1,7,6,2,0,1,0,23,1,1,1,1,2,0
TRAIN_311,3,0,0,0,9,9,4,0,3,1,2,1,7,6,1,3,6,2,0,1,0,19,2,0,2,1,2,0
TRAIN_312,35,0,0,0,9,8,11,0,3,1,2,0,5,9,1,7,6,1,1,1,0,41,2,0,3,2,2,0
TRAIN_313,13,0,0,0,9,9,11,0,3,1,2,1,5,9,1,3,6,2,0,1,0,17,2,0,3,2,3,0
TRAIN_314,81,0,0,0,9,0,11,0,3,1,4,1,7,21,1,6,6,2,0,1,0,53,3,0,6,6,5,0
TRAIN_315,66,3,0,0,10,0,4,0,3,1,2,0,0,9,1,7,6,2,0,1,0,13,2,0,1,4,4,0
TRAIN_316,22,0,0,0,9,0,4,0,3,1,2,1,5,25,1,3,6,1,0,1,0,4,5,0,3,3,4,0
TRAIN_317,21,2,0,0,12,9,11,0,1,1,6,1,7,6,0,7,6,1,0,1,0,17,1,0,3,1,2,0
TRAIN_318,20,0,1,0,5,3,11,1,3,1,3,0,7,9,1,7,6,2,1,1,1,23,3,2,2,2,5,0
TRAIN_319,31,0,0,0,9,4,4,0,3,1,2,1,5,9,1,7,6,1,0,1,0,3,2,1,3,2,1,0
TRAIN_320,22,3,0,0,10,4,4,0,3,1,2,1,7,6,1,7,6,1,0,2,0,54,3,1,2,4,5,0
TRAIN_321,25,0,1,0,5,3,1,2,3,0,1,1,0,6,1,3,6,1,1,1,2,16,1,0,1,1,2,0
TRAIN_322,91,0,0,0,9,4,4,1,3,1,2,0,0,9,1,6,6,1,1,2,0,38,4,0,2,2,4,0
TRAIN_323,2,0,0,0,10,6,9,0,3,0,1,1,7,21,2,7,6,2,0,1,0,26,1,0,3,2,3,0
TRAIN_324,27,0,0,0,10,8,4,1,3,0,1,1,5,25,1,7,6,1,0,1,0,14,1,0,1,1,1,0
TRAIN_325,0,0,0,1,9,4,4,0,3,1,2,1,7,25,2,7,6,0,0,1,0,23,1,0,1,2,1,0
TRAIN_326,47,0,0,0,9,9,4,0,3,1,2,1,7,21,1,7,6,1,0,2,0,6,3,0,4,3,5,0
TRAIN_327,56,0,0,0,9,9,1,1,3,1,2,0,5,9,1,6,6,1,0,1,0,15,2,1,1,1,1,1
TRAIN_328,19,0,0,0,9,4,4,2,3,0,2,1,7,25,0,3,6,1,0,1,0,16,1,0,2,1,2,0
TRAIN_329,28,0,0,0,9,4,4,1,3,1,2,1,7,9,1,6,6,1,1,2,0,17,2,0,1,3,4,0
TRAIN_330,2,0,0,0,9,4,4,2,3,0,2,1,7,25,1,3,6,1,0,2,0,14,1,0,2,1,4,0
TRAIN_331,13,0,0,0,9,9,4,0,3,1,2,0,5,9,1,7,6,1,1,1,0,18,4,0,1,1,1,0
TRAIN_332,17,0,0,0,9,9,4,2,3,0,2,1,5,24,0,6,6,1,1,1,0,14,1,1,0,1,1,0
TRAIN_333,18,0,0,0,9,4,4,0,3,1,2,1,7,6,1,7,6,2,1,1,0,22,2,0,2,2,1,0
TRAIN_334,42,0,0,0,9,0,6,0,0,1,3,0,4,7,1,3,6,1,1,2,0,99,3,0,6,2,9,1
TRAIN_335,4,0,0,0,9,8,11,1,3,1,3,0,5,25,1,7,6,2,1,1,0,50,4,2,1,2,1,0
TRAIN_336,1,0,0,0,12,0,4,0,3,1,5,1,7,21,1,7,6,2,0,1,0,16,2,2,3,2,1,1
TRAIN_337,13,0,1,0,5,3,11,2,3,1,1,1,5,6,2,3,6,2,1,3,1,12,2,1,1,2,3,0
TRAIN_338,13,0,1,0,5,3,4,2,0,0,1,0,5,9,1,7,6,2,1,1,4,6,1,0,4,1,2,1
TRAIN_339,57,0,0,0,9,9,9,0,3,1,2,0,7,6,0,6,6,2,0,2,0,27,3,0,4,3,6,0
TRAIN_340,48,0,1,0,5,3,11,0,3,1,1,1,7,9,2,7,6,1,1,1,1,5,2,0,2,3,4,1
TRAIN_341,20,0,0,0,9,9,4,0,3,0,2,1,7,9,2,7,6,2,1,1,0,27,1,0,2,2,4,1
TRAIN_342,28,0,0,0,10,9,11,1,3,0,1,1,7,25,0,7,6,1,1,1,0,20,1,0,2,1,5,1
TRAIN_343,4,0,0,0,12,9,4,0,3,1,2,1,0,9,0,7,6,1,1,2,0,8,5,1,3,1,2,0
TRAIN_344,60,0,0,0,8,8,11,0,3,1,2,1,7,6,1,7,6,1,1,1,0,6,1,0,1,1,1,0
TRAIN_345,38,0,0,0,8,4,4,0,3,1,2,1,0,25,1,6,6,2,1,1,0,43,3,0,4,1,5,0
TRAIN_346,11,0,0,0,9,8,4,2,0,0,1,0,5,9,1,3,6,1,0,1,0,19,2,1,3,2,2,1
TRAIN_347,22,0,0,0,9,4,1,0,0,1,1,1,7,9,1,7,6,1,1,1,0,6,1,0,2,1,3,1
TRAIN_348,19,3,0,0,12,9,4,1,3,1,3,1,5,21,2,7,6,1,1,2,0,33,3,1,2,2,2,0
TRAIN_349,56,0,0,0,9,4,4,1,3,1,2,1,7,6,1,7,6,2,1,1,0,15,1,1,1,2,1,0
TRAIN_350,20,0,0,0,9,9,4,2,3,0,1,1,7,6,0,7,6,2,0,1,0,24,1,1,2,1,1,1
TRAIN_351,0,2,0,0,10,9,4,2,1,0,1,0,5,25,1,7,6,1,0,1,0,1,3,0,3,2,3,0
TRAIN_352,20,0,0,0,9,9,4,0,0,0,2,1,7,6,1,7,6,2,1,1,0,18,1,1,2,1,3,0
TRAIN_353,16,0,0,0,12,6,4,1,3,0,1,1,7,21,1,3,6,2,1,1,0,16,1,0,2,4,4,1
TRAIN_354,22,3,0,0,9,4,4,1,3,1,4,1,7,6,1,7,6,1,0,1,0,27,3,0,3,4,1,0
TRAIN_355,86,0,0,0,9,2,4,0,3,0,2,1,5,6,1,3,6,1,0,2,0,18,2,0,1,4,3,0
TRAIN_356,11,0,0,0,9,4,11,0,3,1,4,1,7,6,0,6,6,1,0,2,0,27,1,0,2,1,1,0
TRAIN_357,20,3,0,0,9,4,4,2,3,0,4,1,7,6,1,7,6,1,0,1,0,24,1,1,2,1,3,1
TRAIN_358,32,0,0,0,9,4,11,1,3,1,1,0,5,6,1,6,6,1,1,1,0,47,1,1,1,1,4,1
TRAIN_359,56,0,0,0,9,9,4,2,3,0,1,0,5,6,1,3,6,2,0,1,0,20,1,0,1,1,2,0
TRAIN_360,85,0,0,0,10,4,4,0,3,1,2,1,5,6,1,7,6,1,1,1,0,24,1,0,3,4,1,1
TRAIN_361,16,0,0,0,12,9,4,1,3,0,2,1,5,6,1,6,6,2,0,1,0,12,1,0,1,2,2,0
TRAIN_362,47,0,0,0,8,4,1,0,0,1,3,1,7,25,1,7,6,2,1,2,0,30,2,0,6,2,4,0
TRAIN_363,3,0,1,0,5,3,11,0,3,1,4,1,7,9,0,7,6,2,0,1,1,43,1,2,1,1,6,1
TRAIN_364,26,0,0,0,9,4,4,0,3,1,3,0,7,25,1,7,6,1,1,1,0,14,1,0,2,1,2,0
TRAIN_365,20,0,0,0,9,4,4,1,3,1,2,0,7,6,0,3,6,1,0,1,0,29,1,0,3,1,3,0
TRAIN_366,56,0,0,0,9,4,4,0,3,1,2,1,7,6,1,7,6,1,0,1,0,17,3,0,3,2,2,0
TRAIN_367,27,0,0,0,9,8,4,1,3,1,2,1,7,25,1,6,6,1,0,1,0,17,1,0,2,1,2,0
TRAIN_368,20,0,0,0,12,9,4,0,0,0,5,1,7,6,0,7,6,1,0,2,0,32,1,0,1,1,4,1
TRAIN_369,35,0,0,0,9,4,4,1,3,1,2,1,7,6,2,7,6,1,0,1,0,7,2,0,1,2,1,0
TRAIN_370,60,0,0,0,9,4,4,1,0,1,2,0,5,6,1,3,6,1,0,1,0,21,1,0,1,3,6,0
TRAIN_371,15,0,0,0,9,9,11,1,3,1,4,0,7,6,1,6,6,1,0,1,0,17,1,0,1,2,1,0
TRAIN_372,59,0,0,0,9,9,11,1,3,1,2,1,7,9,1,3,6,1,1,1,0,23,4,0,2,2,5,0
TRAIN_373,2,0,1,0,5,3,4,2,3,1,2,1,7,6,1,7,6,2,1,1,1,22,1,1,4,1,1,1
TRAIN_374,62,0,0,0,10,9,4,1,3,1,2,0,5,6,2,7,6,2,1,2,0,38,2,0,2,2,1,0
TRAIN_375,18,0,0,0,10,8,4,1,3,1,1,1,5,9,2,6,6,1,1,1,0,22,1,0,1,1,1,0
TRAIN_376,1,0,0,0,9,4,1,1,3,1,7,1,7,25,1,7,6,2,1,2,0,6,1,2,2,2,2,1
TRAIN_377,27,0,0,0,9,8,4,0,3,0,2,0,7,25,1,7,6,1,0,2,0,125,4,0,4,4,4,0
TRAIN_378,31,0,0,0,8,4,4,1,3,1,2,1,5,6,0,7,6,1,0,2,0,18,1,1,2,1,3,1
TRAIN_379,22,0,0,0,9,9,4,2,3,1,3,0,7,9,2,7,6,1,0,1,0,35,3,0,3,2,3,0
TRAIN_380,34,2,0,0,10,4,4,1,1,0,2,0,7,9,1,7,6,2,0,1,0,15,1,1,2,4,5,0
TRAIN_381,20,0,0,0,9,6,1,0,3,1,1,1,7,9,1,3,6,2,0,1,0,17,1,1,2,1,3,0
TRAIN_382,32,0,0,0,9,9,4,0,3,0,4,1,7,9,1,6,6,1,0,1,0,46,1,1,2,2,2,0
TRAIN_383,31,0,0,0,9,6,4,1,3,1,1,1,7,6,0,7,6,1,0,2,0,27,1,0,1,2,2,0
TRAIN_384,77,0,0,0,9,9,4,1,3,1,2,0,5,25,1,7,6,1,0,1,0,13,3,0,5,3,4,1
TRAIN_385,0,3,0,0,10,8,9,0,3,1,2,1,7,9,0,6,1,0,0,2,0,32,3,1,3,2,2,0
TRAIN_386,34,2,0,0,12,4,4,1,1,1,2,0,7,9,2,7,6,2,0,2,0,15,3,1,4,2,3,0
TRAIN_387,65,0,0,0,9,0,4,0,3,1,2,0,5,6,1,7,6,2,0,1,0,12,2,0,6,3,6,1
TRAIN_388,15,0,0,0,9,9,4,0,3,1,2,1,7,9,2,7,6,2,1,1,0,37,2,0,3,2,3,0
TRAIN_389,27,0,0,0,10,9,4,0,3,1,1,1,5,6,1,7,6,2,1,1,0,27,2,1,3,2,1,0
TRAIN_390,0,0,0,0,9,9,4,0,3,1,2,1,5,6,1,7,6,0,0,1,0,11,2,0,3,2,1,0
TRAIN_391,25,0,0,0,9,9,4,1,3,1,5,1,5,9,2,3,6,1,0,1,0,22,1,1,2,2,2,1
TRAIN_392,31,0,0,0,10,9,4,1,3,1,4,1,5,9,2,7,6,1,0,1,0,17,1,2,1,1,4,0
TRAIN_393,7,3,1,0,5,3,4,0,3,1,3,1,7,6,0,6,6,1,1,1,1,22,1,0,2,1,3,0
TRAIN_394,8,0,0,0,9,4,4,0,3,1,2,1,0,6,1,7,6,1,0,1,0,16,1,0,2,1,1,1
TRAIN_395,25,0,0,0,9,9,4,1,3,1,2,1,7,9,1,7,6,1,0,2,0,20,2,1,1,2,6,0
TRAIN_396,13,0,1,0,5,3,4,2,1,1,1,0,5,6,1,3,6,2,1,1,1,1,3,1,2,2,4,0
TRAIN_397,11,0,0,0,9,9,4,0,3,0,3,1,7,6,1,6,6,1,0,1,0,31,2,0,3,2,4,0
TRAIN_398,13,0,0,0,9,6,9,1,0,0,2,1,7,9,1,3,6,2,1,1,0,17,3,0,3,1,1,1
TRAIN_399,3,0,0,0,9,9,11,0,3,1,4,1,7,6,1,7,6,2,0,2,0,37,2,1,2,1,1,0
TRAIN_400,2,1,0,0,9,4,4,0,0,0,1,1,5,6,1,3,6,1,1,2,0,74,4,0,1,3,4,0
TRAIN_401,24,0,0,0,9,4,4,0,0,1,3,0,0,9,1,7,6,1,1,1,0,30,1,1,2,1,4,0
TRAIN_402,6,0,0,0,10,4,1,0,3,1,5,1,0,25,1,7,6,2,0,1,0,13,4,0,2,3,2,0
TRAIN_403,13,0,0,0,9,0,11,1,3,1,2,1,7,6,1,7,6,2,0,1,0,16,4,0,3,3,4,0
TRAIN_404,1,0,0,0,9,4,4,1,3,1,2,0,0,9,1,3,6,1,1,1,0,28,4,0,4,1,3,0
TRAIN_405,50,0,0,0,10,0,4,1,3,1,3,1,5,6,2,3,6,1,1,2,0,17,4,1,5,3,6,1
TRAIN_406,24,0,0,0,9,9,4,0,3,1,3,0,5,25,1,3,6,2,0,1,0,17,3,2,4,2,3,0
TRAIN_407,22,0,1,0,5,3,4,2,3,0,2,0,5,9,2,6,6,1,1,1,1,16,1,1,1,2,1,0
TRAIN_408,24,0,1,0,5,3,4,1,3,1,2,1,7,6,1,7,6,1,0,1,1,31,3,1,2,4,2,1
TRAIN_409,24,0,0,0,9,9,11,0,3,1,3,1,5,6,1,7,6,2,0,1,0,35,2,2,4,3,1,0
TRAIN_410,11,0,1,0,5,3,11,0,3,1,2,1,5,6,1,7,6,2,1,1,1,14,3,1,2,3,3,0
TRAIN_411,38,0,1,0,5,3,11,1,3,1,2,1,5,6,2,7,6,1,0,1,1,12,1,3,3,2,5,0
TRAIN_412,44,0,0,0,10,6,11,1,3,0,3,1,7,6,1,3,6,1,1,1,0,24,3,2,2,1,3,0
TRAIN_413,54,0,0,0,10,9,4,0,3,1,2,1,0,9,1,7,6,1,1,1,0,14,1,0,3,1,2,0
TRAIN_414,25,3,1,0,5,3,4,2,3,0,4,0,5,9,1,5,6,1,0,1,1,24,2,2,3,1,4,1
TRAIN_415,11,0,0,0,9,8,4,1,3,1,2,0,7,9,1,3,6,2,0,1,0,37,1,0,2,3,4,0
TRAIN_416,70,0,0,0,8,0,11,1,3,1,4,1,5,6,1,6,6,1,0,2,0,20,2,0,4,1,2,1
TRAIN_417,25,0,0,0,9,9,4,0,0,1,2,0,7,6,1,7,6,2,0,2,0,35,1,0,3,1,1,0
TRAIN_418,0,0,0,0,9,4,11,0,0,1,5,1,5,9,1,7,6,0,0,1,0,27,1,0,4,1,3,1
TRAIN_419,1,0,0,0,12,4,4,1,3,1,2,1,7,6,1,3,6,2,1,1,0,22,1,1,2,1,1,0
TRAIN_420,6,0,0,0,10,9,4,0,3,1,3,0,7,6,0,7,6,2,1,1,0,29,2,1,2,1,4,1
TRAIN_421,27,0,1,0,5,3,1,0,3,1,2,0,7,6,0,3,6,2,0,2,2,76,1,0,3,1,3,0
TRAIN_422,56,0,0,0,9,6,4,1,0,0,2,1,5,9,2,7,6,2,0,1,0,77,3,2,3,3,3,1
TRAIN_423,33,0,1,0,5,3,4,2,3,0,3,1,7,6,1,3,6,1,1,2,1,40,1,1,2,1,2,1
TRAIN_424,90,0,0,0,9,9,1,1,0,1,0,1,5,6,1,7,6,1,1,1,0,23,3,0,4,2,2,0
TRAIN_425,1,3,0,0,10,9,4,0,3,1,2,0,5,21,1,7,6,2,1,2,0,3,2,2,2,2,3,0
TRAIN_426,8,0,1,0,5,3,4,2,3,0,2,0,7,9,1,7,6,2,1,1,1,32,3,0,6,3,2,0
TRAIN_427,4,0,0,0,9,0,9,0,3,1,2,0,7,9,0,6,6,1,1,1,0,6,1,0,4,1,3,0
TRAIN_428,17,0,0,0,9,9,4,2,3,0,3,1,7,9,2,7,6,2,1,1,0,17,2,0,4,3,3,1
TRAIN_429,39,2,0,0,10,9,4,1,1,1,4,1,5,25,1,6,6,1,0,3,0,14,1,0,3,1,5,0
TRAIN_430,16,0,0,0,10,2,4,1,0,1,2,0,7,25,1,3,6,1,1,1,0,28,1,0,4,3,3,0
TRAIN_431,20,0,0,0,5,9,4,1,3,1,2,0,5,9,1,3,6,1,0,1,0,25,1,0,2,5,2,1
TRAIN_432,76,0,0,0,10,4,11,0,3,1,2,1,5,9,2,7,6,1,1,1,0,32,3,0,3,3,1,0
